,λ_velocity,λ_acceleration,best_val_accuracy,best_val_loss,final_val_accuracy,final_val_loss,stability,epochs_trained
0,0.01,0.01,0.9797979593276978,0.018409188836812973,0.9494949579238892,0.027608467265963554,0.00670025889095257,78
1,0.1,0.1,0.939393937587738,0.018117159605026245,0.9292929172515869,0.01989929936826229,0.0,82
2,0.5,0.5,0.9595959782600403,0.005698170978575945,0.9494949579238892,0.007334341760724783,0.0,86
3,1.0,1.0,0.9797979593276978,0.007876421324908733,0.939393937587738,0.007912159897387028,0.004040408134460449,83
4,0.3,0.7,0.9696969985961914,0.00710097374394536,0.9494949579238892,0.010828977450728416,0.0,93
5,0.7,0.3,0.9696969985961914,0.005689038895070553,0.9696969985961914,0.006899362895637751,0.0030303061008453373,87
